,Energy & Transportation,Manufacturing,Industrial Applications & Services,Financials,Life Sciences,Real Estate & Construction,Trade & Services,Technology,No Industry,None Industry
SIFY,0,0,0,0,0,0,0,1,0,0
WWE,0,0,0,0,0,0,1,0,0,0
PCTI,0,1,0,0,0,0,0,0,0,0
QUIK,0,1,0,0,0,0,0,0,0,0
ALSK,0,0,0,0,0,0,0,1,0,0
CLCT,0,0,0,0,0,0,1,0,0,0
FNSR,0,0,0,0,0,0,0,1,0,0
IMMR,0,0,0,0,0,0,0,1,0,0
CXDO,0,0,0,0,0,0,0,1,0,0
RTEC,0,0,1,0,0,0,0,0,0,0
LCII,0,1,0,0,0,0,0,0,0,0
KTOS,0,0,0,0,0,0,0,1,0,0
A,0,0,1,0,0,0,0,0,0,0
EVI,0,0,0,0,0,0,1,0,0,0
IDN,0,0,0,0,0,0,0,1,0,0
SNN,0,0,1,0,0,0,0,0,0,0
TDY,0,1,0,0,0,0,0,0,0,0
UPS,1,0,0,0,0,0,0,0,0,0
HBP,0,0,0,0,0,0,1,0,0,0
TGC,1,0,0,0,0,0,0,0,0,0
BMRC,0,0,0,0,0,0,0,0,0,1
BGCP,0,0,0,1,0,0,0,0,0,0
FBSS,0,0,0,0,0,0,0,0,0,1
XOXO,0,0,0,0,0,0,0,1,0,0
MCBC,0,0,0,0,0,0,0,0,0,1
NKSH,0,0,0,0,0,0,0,0,0,1
NTWK,0,0,0,0,0,0,0,1,0,0
PFSW,0,0,0,0,0,0,1,0,0,0
MFSF,0,0,0,0,0,0,0,0,0,1
RDI,0,0,0,0,0,0,1,0,0,0
RDIB,0,0,0,0,0,0,1,0,0,0
PZE,1,0,0,0,0,0,0,0,0,0
PKG,0,1,0,0,0,0,0,0,0,0
AGEN,0,0,0,0,1,0,0,0,0,0
BBGI,0,0,0,0,0,0,0,1,0,0
MATR,0,0,0,0,0,0,1,0,0,0
GIGM,0,0,0,0,0,0,0,1,0,0
LBAI,0,0,0,0,0,0,0,0,0,1
ABEO,0,0,0,0,1,0,0,0,0,0
EW,0,0,1,0,0,0,0,0,0,0
EMAN,0,1,0,0,0,0,0,0,0,0
EPC,0,1,0,0,0,0,0,0,0,0
IBN,0,0,0,0,0,0,0,0,0,1
SLF,0,0,0,1,0,0,0,0,0,0
EXPD,1,0,0,0,0,0,0,0,0,0
IIIN,0,1,0,0,0,0,0,0,0,0
PYDS,0,0,0,1,0,0,0,0,0,0
USIO,0,0,0,1,0,0,0,0,0,0
IKNX,0,0,1,0,0,0,0,0,0,0
LMNX,0,0,0,0,1,0,0,0,0,0
SLAB,0,1,0,0,0,0,0,0,0,0
DTRM,0,0,0,0,0,0,0,1,0,0
UTSI,0,1,0,0,0,0,0,0,0,0
APT,0,0,1,0,0,0,0,0,0,0
LTS,0,0,0,1,0,0,0,0,0,0
MET,0,0,0,1,0,0,0,0,0,0
PTR,1,0,0,0,0,0,0,0,0,0
GBCI,0,0,0,0,0,0,0,0,0,1
MNST,0,0,0,0,0,1,0,0,0,0
CCMP,0,0,1,0,0,0,0,0,0,0
EXEL,0,0,0,0,1,0,0,0,0,0
HSTM,0,0,0,0,0,0,0,1,0,0
LXRX,0,0,0,0,1,0,0,0,0,0
LPSN,0,0,0,0,0,0,0,1,0,0
APRI,0,0,0,0,1,0,0,0,0,0
SEEL,0,0,0,0,1,0,0,0,0,0
NVMI,0,0,1,0,0,0,0,0,0,0
ON,0,1,0,0,0,0,0,0,0,0
OPOF,0,0,0,0,0,0,0,0,0,1
SGMO,0,0,0,0,1,0,0,0,0,0
SINA,0,0,0,0,0,0,0,1,0,0
FULT,0,0,0,0,0,0,0,0,0,1
VDSI,0,1,0,0,0,0,0,0,0,0
OSPN,0,1,0,0,0,0,0,0,0,0
CLSN,0,0,0,0,1,0,0,0,0,0
EWY,0,0,0,0,0,0,0,0,1,0
IVV,0,0,0,0,0,0,0,0,1,0
IVW,0,0,0,0,0,0,0,0,1,0
IVE,0,0,0,0,0,0,0,0,1,0
IJH,0,0,0,0,0,0,0,0,1,0
IWD,0,0,0,0,0,0,0,0,1,0
IWF,0,0,0,0,0,0,0,0,1,0
IWB,0,0,0,0,0,0,0,0,1,0
IWM,0,0,0,0,0,0,0,0,1,0
IWV,0,0,0,0,0,0,0,0,1,0
IYZ,0,0,0,0,0,0,0,0,1,0
IYW,0,0,0,0,0,0,0,0,1,0
IYF,0,0,0,0,0,0,0,0,1,0
IJR,0,0,0,0,0,0,0,0,1,0
NVS,0,0,0,0,1,0,0,0,0,0
AEZS,0,0,0,0,1,0,0,0,0,0
KGJI,0,0,0,0,0,1,0,0,0,0
FCRE,0,0,0,0,0,1,0,0,0,0
PXLW,0,1,0,0,0,0,0,0,0,0
RBBN,0,0,0,0,0,0,0,1,0,0
SWIR,0,1,0,0,0,0,0,0,0,0
BHLB,0,0,0,0,0,0,0,0,0,1
CRL,0,0,1,0,0,0,0,0,0,0
CHU,0,0,0,0,0,0,0,1,0,0
CYH,0,0,1,0,0,0,0,0,0,0
DLA,0,1,0,0,0,0,0,0,0,0
EWT,0,0,0,0,0,0,0,0,1,0
IYC,0,0,0,0,0,0,0,0,1,0
IDU,0,0,0,0,0,0,0,0,1,0
IYR,0,0,0,0,0,0,0,0,1,0
IYJ,0,0,0,0,0,0,0,0,1,0
IYH,0,0,0,0,0,0,0,0,1,0
IYG,0,0,0,0,0,0,0,0,1,0
IYE,0,0,0,0,0,0,0,0,1,0
IYK,0,0,0,0,0,0,0,0,1,0
IYM,0,0,0,0,0,0,0,0,1,0
IYY,0,0,0,0,0,0,0,0,1,0
MVC,0,0,0,0,0,0,0,0,0,1
MBT,0,0,0,0,0,0,0,1,0,0
PUK,0,0,0,1,0,0,0,0,0,0
VC,0,1,0,0,0,0,0,0,0,0
CPST,0,0,0,0,0,0,0,1,0,0
EXFO,0,0,1,0,0,0,0,0,0,0
HWBK,0,0,0,0,0,0,0,0,0,1
PACW,0,0,0,0,0,0,0,0,0,1
INSM,0,0,0,0,1,0,0,0,0,0
ISRG,0,0,1,0,0,0,0,0,0,0
MRVL,0,1,0,0,0,0,0,0,0,0
NTES,0,0,0,0,0,0,0,1,0,0
PMBC,0,0,0,0,0,0,0,0,0,1
QBAK,0,0,0,0,0,0,0,1,0,0
UONEK,0,0,0,0,0,0,0,1,0,0
NNN,0,0,0,0,0,1,0,0,0,0
NTRI,0,0,0,0,0,0,1,0,0,0
FUSB,0,0,0,0,0,0,0,0,0,1
CNQ,1,0,0,0,0,0,0,0,0,0
ERJ,0,1,0,0,0,0,0,0,0,0
EWZ,0,0,0,0,0,0,0,0,1,0
EZU,0,0,0,0,0,0,0,0,1,0
IJK,0,0,0,0,0,0,0,0,1,0
IWN,0,0,0,0,0,0,0,0,1,0
IWO,0,0,0,0,0,0,0,0,1,0
IUSV,0,0,0,0,0,0,0,0,1,0
IUSG,0,0,0,0,0,0,0,0,1,0
IJJ,0,0,0,0,0,0,0,0,1,0
IEV,0,0,0,0,0,0,0,0,1,0
IJS,0,0,0,0,0,0,0,0,1,0
IJT,0,0,0,0,0,0,0,0,1,0
TKC,0,0,0,0,0,0,0,1,0,0
ACLS,0,0,0,0,0,0,0,1,0,0
ARNA,0,0,0,0,1,0,0,0,0,0
CAMT,0,0,1,0,0,0,0,0,0,0
INFI,0,0,1,0,0,0,0,0,0,0
ENDP,0,0,0,0,1,0,0,0,0,0
ENTG,0,0,0,0,0,0,0,1,0,0
GGAL,0,0,0,0,0,0,0,0,0,1
ILMN,0,0,1,0,0,0,0,0,0,0
KERX,0,0,0,0,1,0,0,0,0,0
PTIE,0,0,0,0,1,0,0,0,0,0
SAVA,0,0,0,0,1,0,0,0,0,0
SMTX,0,1,0,0,0,0,0,0,0,0
SPRT,0,0,0,0,0,0,0,1,0,0
PRPO,0,0,1,0,0,0,0,0,0,0
EVC,0,0,0,0,0,0,1,0,0,0
PHG,0,0,1,0,0,0,0,0,0,0
PBR,1,0,0,0,0,0,0,0,0,0
BEL,0,0,0,0,0,1,0,0,0,0
BRKR,0,0,1,0,0,0,0,0,0,0
CGEN,0,0,0,0,1,0,0,0,0,0
CRIS,0,0,0,0,1,0,0,0,0,0
APPS,0,0,0,0,0,0,0,1,0,0
CRNT,0,1,0,0,0,0,0,0,0,0
ISSC,0,0,0,0,0,0,0,1,0,0
LTRX,0,0,0,0,0,0,0,1,0,0
MDCO,0,0,0,0,1,0,0,0,0,0
MNDO,0,0,0,0,0,0,0,1,0,0
RTIX,0,0,1,0,0,0,0,0,0,0
SRGA,0,0,1,0,0,0,0,0,0,0
SPTN,0,0,0,0,0,0,1,0,0,0
MBVX,0,0,0,0,1,0,0,0,0,0
ASR,1,0,0,0,0,0,0,0,0,0
PSO,0,0,0,0,0,0,1,0,0,0
POL,0,0,1,0,0,0,0,0,0,0
AVNT,0,0,1,0,0,0,0,0,0,0
SPYG,0,0,0,0,0,0,0,0,1,0
SPYV,0,0,0,0,0,0,0,0,1,0
SLYG,0,0,0,0,0,0,0,0,1,0
SLYV,0,0,0,0,0,0,0,0,1,0
DGT,0,0,0,0,0,0,0,0,1,0
XNTK,0,0,0,0,0,0,0,0,1,0
UMC,0,1,0,0,0,0,0,0,0,0
ITGR,0,0,1,0,0,0,0,0,0,0
VRML,0,0,0,0,1,0,0,0,0,0
AWH,0,0,0,0,1,0,0,0,0,0
DRRX,0,0,0,0,1,0,0,0,0,0
SPIL,0,1,0,0,0,0,0,0,0,0
TTMI,0,1,0,0,0,0,0,0,0,0
ASX,0,1,0,0,0,0,0,0,0,0
SNP,0,0,0,0,0,0,1,0,0,0
TPR,0,1,0,0,0,0,0,0,0,0
JKHY,0,0,0,0,0,0,0,1,0,0
MON,0,0,1,0,0,0,0,0,0,0
BRFS,0,1,0,0,0,0,0,0,0,0
SPTM,0,0,0,0,0,0,0,0,1,0
WIT,0,0,0,0,0,0,0,1,0,0
AMRB,0,0,0,0,0,0,0,0,0,1
HYGS,0,1,0,0,0,0,0,0,0,0
ARLZ,0,0,0,0,1,0,0,0,0,0
SHEN,0,0,0,0,0,0,0,1,0,0
ICAD,0,0,1,0,0,0,0,0,0,0
IRCP,0,0,0,0,0,1,0,0,0,0
BKMU,0,0,0,1,0,0,0,0,0,0
INSG,0,1,0,0,0,0,0,0,0,0
RIGL,0,0,0,0,1,0,0,0,0,0
ERF,1,0,0,0,0,0,0,0,0,0
PGC,0,0,0,0,0,0,0,0,0,1
SYT,0,0,1,0,0,0,0,0,0,0
GRMN,0,1,0,0,0,0,0,0,0,0
HBIO,0,0,1,0,0,0,0,0,0,0
RECN,0,0,0,0,0,0,1,0,0,0
RGP,0,0,0,0,0,0,1,0,0,0
AET,0,0,0,1,0,0,0,0,0,0
FLR,0,0,0,0,0,1,0,0,0,0
IOO,0,0,0,0,0,0,0,0,1,0
YORW,1,0,0,0,0,0,0,0,0,0
ALGN,0,0,1,0,0,0,0,0,0,0
EXAS,0,0,1,0,0,0,0,0,0,0
HAFC,0,0,0,0,0,0,0,0,0,1
MCF,1,0,0,0,0,0,0,0,0,0
GPN,0,0,0,0,0,0,0,1,0,0
AMX,0,0,0,0,0,0,0,1,0,0
CEO,1,0,0,0,0,0,0,0,0,0
IBB,0,0,0,0,0,0,0,0,1,0
ICF,0,0,0,0,0,0,0,0,1,0
MPX,0,1,0,0,0,0,0,0,0,0
OIS,0,0,0,0,0,0,0,1,0,0
MMP,1,0,0,0,0,0,0,0,0,0
AMOV,0,0,0,0,0,0,0,1,0,0
ATRS,0,0,0,0,1,0,0,0,0,0
CSFL,0,0,0,0,0,0,0,0,0,1
IBCP,0,0,0,0,0,0,0,0,0,1
FLO,0,1,0,0,0,0,0,0,0,0
IGM,0,0,0,0,0,0,0,0,1,0
NXJ,0,0,0,0,0,0,0,0,0,1
FCBC,0,0,0,0,0,0,0,0,0,1
SGEN,0,0,0,0,1,0,0,0,0,0
UBOH,0,0,0,0,0,0,0,0,0,1
ABB,0,1,0,0,0,0,0,0,0,0
RDY,0,0,0,0,1,0,0,0,0,0
NS,1,0,0,0,0,0,0,0,0,0
RWR,0,0,0,0,0,0,0,0,1,0
DGICA,0,0,0,1,0,0,0,0,0,0
CIVB,0,0,0,0,0,0,0,0,0,1
SHBI,0,0,0,0,0,0,0,0,0,1
UBFO,0,0,0,0,0,0,0,0,0,1
IDT,0,0,0,0,0,0,0,1,0,0
RVP,0,0,1,0,0,0,0,0,0,0
ADS,0,0,0,1,0,0,0,0,0,0
FIS,0,0,0,0,0,0,1,0,0,0
MDLZ,0,1,0,0,0,0,0,0,0,0
PCQ,0,0,0,0,0,0,0,0,0,1
PMF,0,0,0,0,0,0,0,0,0,1
PNF,0,0,0,0,0,0,0,0,0,1
COL,0,1,0,0,0,0,0,0,0,0
STO,1,0,0,0,0,0,0,0,0,0
EQNR,1,0,0,0,0,0,0,0,0,0
WLTW,0,0,0,1,0,0,0,0,0,0
GLBZ,0,0,0,0,0,0,0,0,0,1
MOSY,0,1,0,0,0,0,0,0,0,0
AAXN,0,1,0,0,0,0,0,0,0,0
BABY,0,0,1,0,0,0,0,0,0,0
NTUS,0,0,1,0,0,0,0,0,0,0
EVBN,0,0,0,0,0,0,0,0,0,1
CEQP,0,0,0,0,0,0,1,0,0,0
PDFS,0,0,0,0,0,0,0,1,0,0
BFZ,0,0,0,0,0,0,0,0,0,1
BFK,0,0,0,0,0,0,0,0,0,1
BBF,0,0,0,0,0,0,0,0,0,1
BNJ,0,0,0,0,0,0,0,0,0,1
BNY,0,0,0,0,0,0,0,0,0,1
HDB,0,0,0,0,0,0,0,0,0,1
IWS,0,0,0,0,0,0,0,0,1,0
IWP,0,0,0,0,0,0,0,0,1,0
IWR,0,0,0,0,0,0,0,0,1,0
IGV,0,0,0,0,0,0,0,0,1,0
SOXX,0,0,0,0,0,0,0,0,1,0
IGN,0,0,0,0,0,0,0,0,1,0
KFS,0,0,0,1,0,0,0,0,0,0
TAC,1,0,0,0,0,0,0,0,0,0
ZBH,0,0,1,0,0,0,0,0,0,0
ACN,0,0,0,0,0,0,1,0,0,0
GLAD,0,0,0,0,0,0,0,0,0,1
MFNC,0,0,0,0,0,0,0,0,0,1
OMCL,0,0,0,0,0,0,0,1,0,0
CP,1,0,0,0,0,0,0,0,0,0
EFA,0,0,0,0,0,0,0,0,1,0
ECA,1,0,0,0,0,0,0,0,0,0
OVV,1,0,0,0,0,0,0,0,0,0
BG,0,1,0,0,0,0,0,0,0,0
FRO,1,0,0,0,0,0,0,0,0,0
PLPC,0,1,0,0,0,0,0,0,0,0
CS,0,0,0,1,0,0,0,0,0,0
NZF,0,0,0,0,0,0,0,0,0,1
CCRN,0,0,0,0,0,0,1,0,0,0
CHFN,0,0,0,1,0,0,0,0,0,0
DCTH,0,0,1,0,0,0,0,0,0,0
ONCY,0,0,0,0,1,0,0,0,0,0
ANTM,0,0,0,1,0,0,0,0,0,0
BPK,0,0,0,0,0,0,0,0,0,1
BLH,0,0,0,0,0,0,0,0,0,1
BJZ,0,0,0,0,0,0,0,0,0,1
EPP,0,0,0,0,0,0,0,0,1,0
IGE,0,0,0,0,0,0,0,0,1,0
JPXN,0,0,0,0,0,0,0,0,1,0
ILF,0,0,0,0,0,0,0,0,1,0
JHX,0,1,0,0,0,0,0,0,0,0
PFG,0,0,0,1,0,0,0,0,0,0
DB,0,0,0,0,0,0,0,0,0,1
SBFG,0,0,0,0,0,0,0,0,0,1
KND,0,0,1,0,0,0,0,0,0,0
PWOD,0,0,0,0,0,0,0,0,0,1
AMN,0,0,0,0,0,0,1,0,0,0
AYI,0,1,0,0,0,0,0,0,0,0
AAP,0,0,0,0,0,0,1,0,0,0
BHK,0,0,0,0,0,0,0,0,0,1
IXP,0,0,0,0,0,0,0,0,1,0
IXN,0,0,0,0,0,0,0,0,1,0
IXJ,0,0,0,0,0,0,0,0,1,0
IXG,0,0,0,0,0,0,0,0,1,0
IXC,0,0,0,0,0,0,0,0,1,0
KB,0,0,0,0,0,0,0,0,0,1
LYG,0,0,0,0,0,0,0,0,0,1
JRS,0,0,0,0,0,0,0,0,0,1
WTW,0,0,0,0,0,0,1,0,0,0
WW,0,0,0,0,0,0,1,0,0,0
ACH,0,1,0,0,0,0,0,0,0,0
FVE,0,0,1,0,0,0,0,0,0,0
NMR,0,0,0,1,0,0,0,0,0,0
PCN,0,0,0,0,0,0,0,0,0,1
PRU,0,0,0,1,0,0,0,0,0,0
WNEB,0,0,0,1,0,0,0,0,0,0
CNC,0,0,0,1,0,0,0,0,0,0
FCCY,0,0,0,0,0,0,0,0,0,1
UNB,0,0,0,0,0,0,0,0,0,1
AKP,0,0,0,0,0,0,0,0,0,1
AFB,0,0,0,0,0,0,0,0,0,1
BCH,0,0,0,0,0,0,0,0,0,1
VXF,0,0,0,0,0,0,0,0,1,0
SSI,0,0,0,0,0,0,1,0,0,0
SYNA,0,1,0,0,0,0,0,0,0,0
CCOI,0,0,0,0,0,0,0,1,0,0
RQI,0,0,0,0,0,0,0,0,0,1
GME,0,0,0,0,0,0,1,0,0,0
ETP,1,0,0,0,0,0,0,0,0,0
MANT,0,0,0,0,0,0,0,1,0,0
TCI,0,0,0,0,0,1,0,0,0,0
UCBI,0,0,0,0,0,0,0,0,0,1
ABG,0,0,0,0,0,0,1,0,0,0
VALE,1,0,0,0,0,0,0,0,0,0
DDE,0,0,0,0,0,0,1,0,0,0
DCM,0,0,0,0,0,0,0,1,0,0
NVG,0,0,0,0,0,0,0,0,0,1
WEA,0,0,0,0,0,0,0,0,0,1
TNP,1,0,0,0,0,0,0,0,0,0
JBLU,1,0,0,0,0,0,0,0,0,0
BHV,0,0,0,0,0,0,0,0,0,1
BLJ,0,0,0,0,0,0,0,0,0,1
BBK,0,0,0,0,0,0,0,0,0,1
BZM,0,0,0,0,0,0,0,0,0,1
BQH,0,0,0,0,0,0,0,0,0,1
LCI,0,0,0,0,1,0,0,0,0,0
PHT,0,0,0,0,0,0,0,0,0,1
SAP,0,0,0,0,0,0,0,1,0,0
CPSI,0,0,0,0,0,0,0,1,0,0
NFLX,0,0,0,0,0,0,1,0,0,0
OSTK,0,0,0,0,0,0,1,0,0,0
PNFP,0,0,0,0,0,0,0,0,0,1
VRNT,0,0,0,0,0,0,0,1,0,0
AUO,0,1,0,0,0,0,0,0,0,0
SBS,1,0,0,0,0,0,0,0,0,0
NPO,0,1,0,0,0,0,0,0,0,0
RGC,0,0,0,0,0,0,1,0,0,0
ELOX,0,0,0,0,1,0,0,0,0,0
BGFV,0,0,0,0,0,0,1,0,0,0
HOFT,0,1,0,0,0,0,0,0,0,0
SVBI,0,0,0,1,0,0,0,0,0,0
WTBA,0,0,0,0,0,0,0,0,0,1
BNS,0,0,0,0,0,0,0,0,0,1
CHI,0,0,0,0,0,0,0,0,0,1
PCK,0,0,0,0,0,0,0,0,0,1
PML,0,0,0,0,0,0,0,0,0,1
PNI,0,0,0,0,0,0,0,0,0,1
WHG,0,0,0,1,0,0,0,0,0,0
TRI,0,0,0,0,0,0,0,1,0,0
BDSI,0,0,0,0,1,0,0,0,0,0
CVGW,0,0,0,0,0,0,1,0,0,0
KIRK,0,0,0,0,0,0,1,0,0,0
RRGB,0,0,0,0,0,0,1,0,0,0
RUSHA,0,0,0,0,0,0,1,0,0,0
LYTS,0,1,0,0,0,0,0,0,0,0
BLE,0,0,0,0,0,0,0,0,0,1
BFY,0,0,0,0,0,0,0,0,0,1
CAE,0,1,0,0,0,0,0,0,0,0
LQD,0,0,0,0,0,0,0,0,1,0
TLT,0,0,0,0,0,0,0,0,1,0
IEF,0,0,0,0,0,0,0,0,1,0
SHY,0,0,0,0,0,0,0,0,1,0
SNY,0,0,0,0,1,0,0,0,0,0
BANC,0,0,0,0,0,0,0,0,0,1
EIM,0,0,0,0,0,0,0,0,0,1
ENX,0,0,0,0,0,0,0,0,0,1
EVM,0,0,0,0,0,0,0,0,0,1
HPI,0,0,0,0,0,0,0,0,0,1
PRAN,0,0,0,0,1,0,0,0,0,0
ATHE,0,0,0,0,1,0,0,0,0,0
SAIA,1,0,0,0,0,0,0,0,0,0
KMX,0,0,0,0,0,0,1,0,0,0
XEC,1,0,0,0,0,0,0,0,0,0
NBW,0,0,0,0,0,0,0,0,0,1
NBO,0,0,0,0,0,0,0,0,0,1
NBH,0,0,0,0,0,0,0,0,0,1
NKG,0,0,0,0,0,0,0,0,0,1
JPS,0,0,0,0,0,0,0,0,0,1
CMCSA,0,0,0,0,0,0,0,1,0,0
WYNN,0,0,0,0,0,0,1,0,0,0
BYM,0,0,0,0,0,0,0,0,0,1
BSE,0,0,0,0,0,0,0,0,0,1
BAF,0,0,0,0,0,0,0,0,0,1
DKS,0,0,0,0,0,0,1,0,0,0
EEQ,1,0,0,0,0,0,0,0,0,0
FEU,0,0,0,0,0,0,0,0,1,0
SPEU,0,0,0,0,0,0,0,0,1,0
FEZ,0,0,0,0,0,0,0,0,1,0
NGS,0,0,0,0,0,0,1,0,0,0
NRP,0,0,0,0,0,1,0,0,0,0
DS,0,0,0,0,0,0,1,0,0,0
PMX,0,0,0,0,0,0,0,0,0,1
PZC,0,0,0,0,0,0,0,0,0,1
PYN,0,0,0,0,0,0,0,0,0,1
ADRA,0,0,0,0,0,0,0,0,1,0
ADRD,0,0,0,0,0,0,0,0,1,0
ADRE,0,0,0,0,0,0,0,0,1,0
ADRU,0,0,0,0,0,0,0,0,1,0
MMLP,0,0,0,0,0,0,1,0,0,0
OTIV,0,0,0,0,0,0,0,1,0,0
CEVA,0,0,0,0,0,1,0,0,0,0
PKBK,0,0,0,0,0,0,0,0,0,1
PRAA,0,0,0,1,0,0,0,0,0,0
SAFT,0,0,0,1,0,0,0,0,0,0
VBFC,0,0,0,0,0,0,0,0,0,1
CHA,0,0,0,0,0,0,0,1,0,0
EIV,0,0,0,0,0,0,0,0,0,1
EIA,0,0,0,0,0,0,0,0,0,1
MAB,0,0,0,0,0,0,0,0,0,1
EIO,0,0,0,0,0,0,0,0,0,1
MIW,0,0,0,0,0,0,0,0,0,1
EMJ,0,0,0,0,0,0,0,0,0,1
NYH,0,0,0,0,0,0,0,0,0,1
EIP,0,0,0,0,0,0,0,0,0,1
FSI,0,0,1,0,0,0,0,0,0,0
HPF,0,0,0,0,0,0,0,0,0,1
NKX,0,0,0,0,0,0,0,0,0,1
NRK,0,0,0,0,0,0,0,0,0,1
NEA,0,0,0,0,0,0,0,0,0,1
AOBC,0,1,0,0,0,0,0,0,0,0
SWBI,0,1,0,0,0,0,0,0,0,0
ACTG,0,0,0,0,0,1,0,0,0,0
EQIX,0,0,0,0,0,1,0,0,0,0
GLNG,1,0,0,0,0,0,0,0,0,0
ENLK,1,0,0,0,0,0,0,0,0,0
CME,0,0,0,1,0,0,0,0,0,0
FMN,0,0,0,0,0,0,0,0,0,1
IAG,1,0,0,0,0,0,0,0,0,0
PTY,0,0,0,0,0,0,0,0,0,1
TS,0,1,0,0,0,0,0,0,0,0
STX,0,0,0,0,0,0,0,1,0,0
FCCO,0,0,0,0,0,0,0,0,0,1
EGO,1,0,0,0,0,0,0,0,0,0
FFC,0,0,0,0,0,0,0,0,0,1
PFS,0,0,0,1,0,0,0,0,0,0
NVEC,0,1,0,0,0,0,0,0,0,0
IPCC,0,0,0,1,0,0,0,0,0,0
EAD,0,0,0,0,0,0,0,0,0,1
EZA,0,0,0,0,0,0,0,0,1,0
KGC,1,0,0,0,0,0,0,0,0,0
DMLP,0,0,0,0,0,1,0,0,0,0
HSON,0,0,0,0,0,0,1,0,0,0
IHG,0,0,0,0,0,1,0,0,0,0
NCV,0,0,0,0,0,0,0,0,0,1
JPC,0,0,0,0,0,0,0,0,0,1
AVK,0,0,0,0,0,0,0,0,0,1
CUK,1,0,0,0,0,0,0,0,0,0
EEM,0,0,0,0,0,0,0,0,1,0
PHK,0,0,0,0,0,0,0,0,0,1
HTLF,0,0,0,0,0,0,0,0,0,1
MBTF,0,0,0,1,0,0,0,0,0,0
OPHC,0,0,0,0,0,0,0,0,0,1
CHY,0,0,0,0,0,0,0,0,0,1
HYT,0,0,0,0,0,0,0,0,0,1
EVV,0,0,0,0,0,0,0,0,0,1
PWC,0,0,0,0,0,0,0,0,1,0
DWAQ,0,0,0,0,0,0,0,0,1,0
FORM,0,0,1,0,0,0,0,0,0,0
MARK,0,0,0,0,0,0,0,1,0,0
BBL,1,0,0,0,0,0,0,0,0,0
ERC,0,0,0,0,0,0,0,0,0,1
FVL,0,0,0,0,0,0,0,0,1,0
HPS,0,0,0,0,0,0,0,0,0,1
JQC,0,0,0,0,0,0,0,0,0,1
BLW,0,0,0,0,0,0,0,0,0,1
CHT,0,0,0,0,0,0,0,1,0,0
NHS,0,0,0,0,0,0,0,0,0,1
MOH,0,0,0,1,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,1
MUI,0,0,0,0,0,0,0,0,0,1
NCZ,0,0,0,0,0,0,0,0,0,1
MHI,0,0,0,0,0,0,0,0,0,1
EHI,0,0,0,0,0,0,0,0,0,1
AXS,0,0,0,1,0,0,0,0,0,0
TELL,1,0,0,0,0,0,0,0,0,0
CVCO,0,1,0,0,0,0,0,0,0,0
IPAS,0,0,0,0,0,0,0,1,0,0
NTGR,0,1,0,0,0,0,0,0,0,0
AHT,0,0,0,0,0,1,0,0,0,0
FVD,0,0,0,0,0,0,0,0,1,0
FLC,0,0,0,0,0,0,0,0,0,1
FTF,0,0,0,0,0,0,0,0,0,1
GPK,0,1,0,0,0,0,0,0,0,0
MZF,0,0,0,0,0,0,0,0,0,1
GRP,0,0,0,0,0,1,0,0,0,0
PFL,0,0,0,0,0,0,0,0,0,1
TI,0,0,0,0,0,0,0,1,0,0
GOOD,0,0,0,0,0,1,0,0,0,0
PRSC,1,0,0,0,0,0,0,0,0,0
MODV,1,0,0,0,0,0,0,0,0,0
TCBI,0,0,0,0,0,0,0,0,0,1
UVSP,0,0,0,0,0,0,0,0,0,1
BLU,0,0,0,0,1,0,0,0,0,0
BKK,0,0,0,0,0,0,0,0,0,1
BFO,0,0,0,0,0,0,0,0,0,1
CNO,0,0,0,1,0,0,0,0,0,0
EVT,0,0,0,0,0,0,0,0,0,1
AGG,0,0,0,0,0,0,0,0,1,0
JDD,0,0,0,0,0,0,0,0,0,1
SHG,0,0,0,0,0,0,0,0,0,1
WIA,0,0,0,0,0,0,0,0,0,1
WF,0,0,0,0,0,0,0,0,0,1
MXC,1,0,0,0,0,0,0,0,0,0
PAA,0,0,0,0,0,0,1,0,0,0
LKQ,0,0,0,0,0,0,1,0,0,0
ONEQ,0,0,0,0,0,0,0,0,1,0
ANIP,0,0,0,0,1,0,0,0,0,0
CRI,0,1,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,1
IYT,0,0,0,0,0,0,0,0,1,0
NRO,0,0,0,0,0,0,0,0,0,1
MAV,0,0,0,0,0,0,0,0,0,1
CIDM,0,0,0,0,0,0,1,0,0,0
BVX,0,0,1,0,0,0,0,0,0,0
APYX,0,0,1,0,0,0,0,0,0,0
EFR,0,0,0,0,0,0,0,0,0,1
GDV,0,0,0,0,0,0,0,0,0,1
DVY,0,0,0,0,0,0,0,0,1,0
NMZ,0,0,0,0,0,0,0,0,0,1
OMEX,1,0,0,0,0,0,0,0,0,0
SNX,0,0,0,0,0,0,1,0,0,0
WLL,1,0,0,0,0,0,0,0,0,0
BWLD,0,0,0,0,0,0,1,0,0,0
CALD,0,0,0,0,0,0,0,1,0,0
CONN,0,0,0,0,0,0,1,0,0,0
TRQ,1,0,0,0,0,0,0,0,0,0
MRLN,0,0,0,1,0,0,0,0,0,0
MGRC,0,0,0,0,0,0,1,0,0,0
NXST,0,0,0,0,0,0,0,1,0,0
TICC,0,0,0,0,0,0,0,0,0,1
OXSQ,0,0,0,0,0,0,0,0,0,1
